,samples,nm_class,slices,fold
62,8e48aa43-6cd1-4aef-83ce-2451b1b86e8e.csv,Eso-AdenoCA,6,2
66,dfde4013-9062-42f5-a42b-626ef8334a41.csv,Eso-AdenoCA,3,2
67,fab0be4b-c84a-45cd-a76f-44d9a8bf1846.csv,Eso-AdenoCA,3,2
58,293a2f0a-4846-4c7c-b8b1-bb741c8d3275.csv,Eso-AdenoCA,9,2
65,cb381d49-4546-400c-af02-f877083caa0a.csv,Eso-AdenoCA,3,2
64,ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f.csv,Eso-AdenoCA,3,2
60,526b3796-2cbd-4eec-8273-064b41456279.csv,Eso-AdenoCA,9,2
59,35dc84c1-476c-4d48-ae23-622bf6e043ac.csv,Eso-AdenoCA,4,2
61,77c022d3-2f29-49d3-a1df-cc2e9407fd7f.csv,Eso-AdenoCA,9,2
58,1f967003-82d6-4932-a445-24fc25723594.csv,Eso-AdenoCA,4,2
58,134c9a92-e91e-4347-a9c4-727279edebb1.csv,Eso-AdenoCA,1,2
68,469eddf2-6e02-46bf-820f-6296a2b776e2.csv,Head-SCC,9,2
67,1727e88b-df0a-4af2-9191-8c6061d98ad0.csv,Head-SCC,8,2
72,ef673d3d-2031-4036-ba25-4bc7ef04075b.csv,Head-SCC,7,2
69,8294a969-59a1-4d3b-895b-f07e96bf9f7a.csv,Head-SCC,9,2
71,ca137611-533a-4d20-a85d-8e4c3a1eab2d.csv,Head-SCC,6,2
70,9fb6b7be-0084-48f7-a256-6d170e72e97f.csv,Head-SCC,4,2
68,21205681-a0c7-48d0-81d4-0b7ef31158cf.csv,Head-SCC,5,2
67,02c6a893-49c5-49d1-8eb1-195021e70d52.csv,Head-SCC,4,2
71,d25a4c65-9cb4-4611-909e-e68f93408d84.csv,Head-SCC,7,2
69,6bbd66dd-efee-4d6e-b02f-f88e98526b82.csv,Head-SCC,4,2
71,d4b80307-abbd-48bb-b52c-6dcd409699a2.csv,Head-SCC,9,2
70,b537bc07-9998-49f4-bbbe-5b617152bfd9.csv,Head-SCC,9,2
71,dd67dec6-35dd-4efe-b913-ed4884855365.csv,Head-SCC,10,2
67,08227616-02a5-46e8-9db1-f2d1d691ab23.csv,Head-SCC,5,2
70,b86e88e7-0d5f-4b32-a35f-dc97251ab990.csv,Head-SCC,10,2
69,83eca7b5-45bb-44c0-8afe-36f8988d0078.csv,Head-SCC,10,2
68,46d35b82-e1b7-4d35-be5e-3a70fd47e421.csv,Head-SCC,10,2
67,1aff91a6-1b0f-4575-8f4b-4e064a50b886.csv,Head-SCC,10,2
72,fb8b5ff5-4164-4276-b75b-b0ee6bda7329.csv,Head-SCC,9,2
68,1fff8b62-534b-4d71-a65f-e5f93b8b50ed.csv,Head-SCC,4,2
72,e2e6a409-b64d-463c-ac3b-e7987a3124f0.csv,Head-SCC,4,2
71,c76f7fcc-2748-4b6d-805e-d21652dd5e3a.csv,Head-SCC,5,2
72,ee963667-56b1-49bd-8896-e07b536d3014.csv,Head-SCC,6,2
69,7158c9fd-a633-4fef-aa23-bd285f2a87a8.csv,Head-SCC,5,2
70,a315b798-f037-48d5-91ed-e733e3bbd6ee.csv,Head-SCC,6,2
69,7625877a-7a2b-466f-944b-9e56689ad47b.csv,Head-SCC,6,2
68,29fc38aa-f367-46a3-a14d-a5f657ad0caa.csv,Head-SCC,6,2
67,0e6ca8dc-0f31-4675-95b1-5920576daeff.csv,Head-SCC,6,2
72,e52ffa79-557a-4024-81f3-f3826c227ec5.csv,Head-SCC,5,2
70,a0fe80e0-e3ac-485b-8a1a-4c80c101b874.csv,Head-SCC,5,2
68,34d7b6cc-cfcf-4178-b075-f4d129ab18f7.csv,Head-SCC,7,2
72,e2b5c926-491d-430d-8d9c-5c73d7752d1b.csv,Head-SCC,3,2
71,bcc819eb-f4d8-4ddc-9fdc-a6307fb6741b.csv,Head-SCC,1,2
70,878a7fe7-20ff-4651-9587-b4d6fd42e929.csv,Head-SCC,1,2
69,7e584ff6-0b81-4f85-81da-b8117afee326.csv,Head-SCC,7,2
69,5046f1b4-9d95-4841-ba30-691fa44719a2.csv,Head-SCC,1,2
68,1db83e80-bdf7-4d8d-8008-bd8406d641fc.csv,Head-SCC,1,2
72,de8ef60b-4dbe-4aa8-adef-6f58cdfada29.csv,Head-SCC,1,2
68,1ff155dd-deb4-44e0-b3a2-e4875b618435.csv,Head-SCC,3,2
70,9988eb07-01f6-4f83-8699-bb63e0525f08.csv,Head-SCC,3,2
67,0f9e70b3-24cf-4d76-af7b-84ace66ec5a7.csv,Head-SCC,7,2
70,a8041e86-071e-46cd-8fb5-7ecdc1ab0553.csv,Head-SCC,7,2
69,54e78de0-d357-4125-a904-ab35e461572b.csv,Head-SCC,3,2
72,f35f7712-d5c6-47f6-98ed-704edbbc1e19.csv,Head-SCC,8,2
67,190eb791-383d-4e27-870d-e470630843e7.csv,Head-SCC,9,2
72,feccc27e-5c2e-4339-8746-0945fee93c1e.csv,Head-SCC,10,2
71,c2124bb2-30e1-4093-9a8a-3a188a6dc0a9.csv,Head-SCC,4,2
68,3e604a1c-b95f-44ff-9723-e2fac845da3b.csv,Head-SCC,8,2
70,ab923db7-54e8-4a50-b7fd-c2b4b300041e.csv,Head-SCC,8,2
69,81598359-24d5-4a8b-a6e6-7a6f94289119.csv,Head-SCC,8,2
71,d3709eea-ca2a-49ac-b79c-871a5473d450.csv,Head-SCC,8,2
71,c121de15-78f7-4698-91bf-fd0485c466c2.csv,Head-SCC,3,2
76,cdf313c8-59f9-41c6-9bd2-f47cb4287da5.csv,Kidney-ChRCC,9,2
77,e9032df3-8692-4146-a867-b9b64c9b310a.csv,Kidney-ChRCC,3,2
73,07e0e938-f61f-477a-92a2-5b7e74b78943.csv,Kidney-ChRCC,1,2
76,c6d6f49e-6e95-4e41-8388-71f6fe017d80.csv,Kidney-ChRCC,8,2
76,ba686386-8113-4885-b20f-6ad09a295604.csv,Kidney-ChRCC,3,2
73,345a06d6-fa5c-4674-a847-88a6b537cf3c.csv,Kidney-ChRCC,9,2
75,9dfcbabf-2bc0-43a2-bdde-d0b2aaca3f6b.csv,Kidney-ChRCC,8,2
74,4ecbfd89-393f-4126-aa1c-951a2c23ef89.csv,Kidney-ChRCC,3,2
73,0b811c6a-8f05-44bd-ac33-fb720d189e71.csv,Kidney-ChRCC,3,2
77,d648c804-4eaf-4252-8b6f-13378158a07d.csv,Kidney-ChRCC,1,2
73,1e8ae8dd-74c1-44d5-a74e-bfdce801c736.csv,Kidney-ChRCC,5,2
77,f38fc6ac-2af8-4d89-a514-4e2c5fdf08de.csv,Kidney-ChRCC,4,2
76,bd2ec47b-a120-4b3b-b10d-aee09805ab33.csv,Kidney-ChRCC,4,2
74,3ace181a-23bd-424e-a87e-e0c01a2a2cb8.csv,Kidney-ChRCC,1,2
74,5bebc389-de0d-45b8-9d2f-6476988c358a.csv,Kidney-ChRCC,5,2
75,9a90f951-ad96-4883-b97f-ac43395dae5d.csv,Kidney-ChRCC,5,2
75,9d29543e-8601-4fd0-8e76-3df3de465cab.csv,Kidney-ChRCC,6,2
73,322f0b01-2118-4dbe-aba1-3875a54ee71b.csv,Kidney-ChRCC,8,2
76,c56505cb-e150-408d-9df6-3af4e608c376.csv,Kidney-ChRCC,7,2
75,9d3b0b87-5fc5-4d09-9c63-4d5fc4bc46d0.csv,Kidney-ChRCC,7,2
75,97c1a300-978d-4df1-9e97-ce2f92b9eff1.csv,Kidney-ChRCC,4,2
76,d113ce88-04ab-4675-b363-92f80c28de34.csv,Kidney-ChRCC,10,2
75,9fc0e0e8-1b0f-400c-b4cf-126193283695.csv,Kidney-ChRCC,10,2
75,85ed2434-da94-4333-90ca-6ca4691cbdd3.csv,Kidney-ChRCC,1,2
74,81bb13fc-f082-4c0b-8066-1729f11ef617.csv,Kidney-ChRCC,10,2
74,64f696a6-58b2-40a8-b848-fd775cd52529.csv,Kidney-ChRCC,7,2
73,2ccd028d-e7e0-4f77-a512-f658a31819a4.csv,Kidney-ChRCC,7,2
74,6400c324-2c94-477d-acb9-669d4ea46f1e.csv,Kidney-ChRCC,6,2
73,24f887e1-ce82-40f3-9674-11102bd076c0.csv,Kidney-ChRCC,6,2
77,fae88d21-171c-4df4-b258-3c5948a1034b.csv,Kidney-ChRCC,5,2
76,c00de7a0-0b09-4e07-988c-ef2a7f8e932a.csv,Kidney-ChRCC,5,2
76,c29f6ed6-880d-4f03-977e-1087738e5e60.csv,Kidney-ChRCC,6,2
76,a3deafcb-b54f-4b7e-89ac-c92c16fb919f.csv,Kidney-ChRCC,1,2
73,148536ce-ee2a-4952-a19d-10d6f44146b9.csv,Kidney-ChRCC,4,2
75,94434272-4cbd-4b4d-bd98-44f18526dd69.csv,Kidney-ChRCC,3,2
74,7087a2b6-7fc4-45b0-8c48-248864f03deb.csv,Kidney-ChRCC,8,2
74,58c7e9c3-1345-48c0-a758-0887358b8696.csv,Kidney-ChRCC,4,2
73,34739bd6-b3be-441d-8cdb-e4233bf14080.csv,Kidney-ChRCC,10,2
75,9fb73d89-f7c4-47b2-810b-3ce37cd8a3c9.csv,Kidney-ChRCC,9,2
74,715f59dd-a80f-422d-988c-f73f4b987baf.csv,Kidney-ChRCC,9,2
87,c8f64a71-e545-4eb6-9da3-2d43ae0c2627.csv,Kidney-RCC,10,2
79,1e046ab9-fa4c-4c15-8d78-ed0048c80ebf.csv,Kidney-RCC,1,2
80,33bf46dd-16b3-49c6-80d7-76caf27aa0f4.csv,Kidney-RCC,1,2
81,494701ce-05d4-440b-a65e-d925902b9d42.csv,Kidney-RCC,1,2
82,603594e3-e427-494c-b9ee-e872d6629563.csv,Kidney-RCC,1,2
83,72a27124-24b9-41f7-a065-774fdf5f7d19.csv,Kidney-RCC,1,2
88,c9ad6b1c-baa0-45a7-b7c4-733728505b8a.csv,Kidney-RCC,1,2
84,88e35d25-d98d-4576-8ebe-1cd74010ecd8.csv,Kidney-RCC,1,2
85,ad9455e9-7147-489e-9b1f-3540c457c260.csv,Kidney-RCC,9,2
84,9c181313-5b4c-41c5-9ad5-a5a86fe609aa.csv,Kidney-RCC,8,2
82,6bd4bca3-e568-4d1b-8b42-401fdf13d751.csv,Kidney-RCC,8,2
79,2deb8f9a-9e0a-46d1-bcb5-902db3b5c8ac.csv,Kidney-RCC,7,2
87,c2aafb9c-230a-43df-9a43-b34aa145a7bd.csv,Kidney-RCC,7,2
80,3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5.csv,Kidney-RCC,7,2
81,51e5a835-eb48-4640-87d0-f40f5e2bff18.csv,Kidney-RCC,7,2
82,6ba5f81a-b7a0-4c18-a112-2e11094eec85.csv,Kidney-RCC,7,2
78,063cfacf-9933-4a2d-8921-0aeb76e12779.csv,Kidney-RCC,1,2
85,a335b03d-41ac-4d41-a2a9-3134b5b0a0a7.csv,Kidney-RCC,1,2
87,bcf54c96-2b62-4e24-926f-d77576250dd1.csv,Kidney-RCC,1,2
77,00bf0350-8c7c-4b9e-8143-13ea2dc1122f.csv,Kidney-RCC,7,2
89,de4c3f91-d164-47df-9971-feba840d247c.csv,Kidney-RCC,8,2
88,d429c27a-5963-42fe-b3a0-7252c20669d8.csv,Kidney-RCC,8,2
86,b28f7607-f162-425f-b44d-64e9633c8824.csv,Kidney-RCC,1,2
77,005794f1-5a87-45b5-9811-83ddf6924568.csv,Kidney-RCC,6,2
78,14dd86c1-dfb3-4124-a453-4d64223bc048.csv,Kidney-RCC,6,2
91,fbf937f1-5f30-470c-8a77-46cd1c41e073.csv,Kidney-RCC,7,2
87,c19a1388-95e6-4708-a24c-3738f1908071.csv,Kidney-RCC,5,2
81,54842328-9432-4820-8976-7964bf9bf147.csv,Kidney-RCC,8,2
89,dddea2e4-b8c3-4157-9d92-6de472e8375a.csv,Kidney-RCC,7,2
79,2c581a74-7716-4c20-b366-a8e1d9a901f6.csv,Kidney-RCC,6,2
77,00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7.csv,Kidney-RCC,8,2
86,b51fa117-2c0a-4e1d-8ec4-9f039073a486.csv,Kidney-RCC,4,2
85,a54aac0e-4108-49cf-bf50-687031c7cda6.csv,Kidney-RCC,4,2
84,8fc7a4cc-c25d-4372-bf17-2dae795e5596.csv,Kidney-RCC,4,2
83,7815397b-aa39-4b79-bcaa-6859a3f115f8.csv,Kidney-RCC,4,2
90,e6801359-d1d7-4871-b2fb-180674a2e469.csv,Kidney-RCC,4,2
87,c14407ad-670e-4d1e-9417-2b76f4810fff.csv,Kidney-RCC,4,2
86,b6365bdb-e6d5-4615-95b3-db12a0c2f3d9.csv,Kidney-RCC,5,2
88,d5c87d16-172f-4790-8867-949dcaa534d4.csv,Kidney-RCC,10,2
89,decfb419-63b3-47b0-9dfc-baae180566a0.csv,Kidney-RCC,10,2
90,f3c1a125-06e9-41c4-9558-275a3e346cc5.csv,Kidney-RCC,10,2
90,e5c89fcf-cc57-4fad-a138-ea47ee9ea225.csv,Kidney-RCC,3,2
82,72293a70-9dc8-4e4a-acdc-c74587a90420.csv,Kidney-RCC,10,2
90,f37971bd-ec65-4840-8d4f-678692cee695.csv,Kidney-RCC,9,2
91,fec30898-f86b-4207-aa78-de77142c8f50.csv,Kidney-RCC,9,2
77,04db8bef-8777-48ac-bc2e-3c9acb103f48.csv,Kidney-RCC,10,2
78,1d325d84-a3a0-4802-9842-76cb21cecb1c.csv,Kidney-RCC,10,2
79,33b7e799-ad10-498f-9948-8ce433311539.csv,Kidney-RCC,10,2
80,483bb781-0179-42e1-bf9c-487b240769b8.csv,Kidney-RCC,10,2
83,81d0d6bb-7319-4b67-bcf7-36df24e76b43.csv,Kidney-RCC,7,2
84,9ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa.csv,Kidney-RCC,7,2
78,10d15b7a-16d1-4953-aaef-f193ffa97f42.csv,Kidney-RCC,4,2
91,f6e758a5-150f-4424-90b7-1c1a34aec9a3.csv,Kidney-RCC,3,2
81,5ecc88f7-8391-4168-af11-07a6bf9b3652.csv,Kidney-RCC,10,2
89,d991f23a-dc1b-427a-b798-bd4187d3aa02.csv,Kidney-RCC,3,2
85,a9dbd55c-5dcc-48db-8785-6baef3fdd7db.csv,Kidney-RCC,7,2
90,f03330dd-c616-4ad5-abc3-6d6b0445e9e9.csv,Kidney-RCC,7,2
86,b9d2e29e-8546-4310-aeea-e029f17c0516.csv,Kidney-RCC,7,2
88,d2ab7fd4-d1c7-48ae-ba9a-78c5d811465e.csv,Kidney-RCC,7,2
88,cf5deb22-f7eb-409d-a0e4-882716199c39.csv,Kidney-RCC,5,2
84,a0eb2611-1ca6-44b7-897e-ce18399eb7bc.csv,Kidney-RCC,9,2
78,15a93657-0521-430a-a816-bf0842374b75.csv,Kidney-RCC,8,2
79,2e8ad1cd-d5d5-4bb4-8bbd-e9bef45088da.csv,Kidney-RCC,8,2
80,42f88b95-fa12-47c7-93f1-cf72f207291c.csv,Kidney-RCC,8,2
87,bef23192-57cd-4301-b7a7-5e82ca62482d.csv,Kidney-RCC,3,2
88,cbb788dd-964b-4cfd-80e1-979c7b5b3c52.csv,Kidney-RCC,3,2
81,50a5970d-a0cb-4251-8ab0-74ad0e94be9a.csv,Kidney-RCC,5,2
85,a4f8305f-4409-4776-b34d-4878d18c8693.csv,Kidney-RCC,3,2
84,8fb7fcac-6c1d-40c2-9309-b53821cbef30.csv,Kidney-RCC,3,2
83,759e20be-6a2b-4c54-aca0-6d358598d6f5.csv,Kidney-RCC,3,2
82,675a5a32-b405-4f03-bfcd-756343d1dfaf.csv,Kidney-RCC,5,2
83,79fa8423-2014-4536-a1f9-cb48aed3c45f.csv,Kidney-RCC,5,2
84,959efb81-1d56-4659-9b7a-09f2b62483f2.csv,Kidney-RCC,5,2
82,642e1379-1061-40bc-9a4c-f7c191e84d9d.csv,Kidney-RCC,3,2
81,50203cff-83f8-4884-8346-b91ef717d00e.csv,Kidney-RCC,3,2
80,39c55051-e1bc-4081-962a-17205645de45.csv,Kidney-RCC,3,2
79,252a1c43-f954-44d7-8e31-6bcd0157a05c.csv,Kidney-RCC,3,2
79,3232f77f-b745-4232-a802-6699b6356efd.csv,Kidney-RCC,9,2
80,45348eff-4b09-4776-825e-b18de9dba937.csv,Kidney-RCC,9,2
81,5c156f63-6537-4d93-a6c2-4155618cf638.csv,Kidney-RCC,9,2
82,6d3551d6-b5f4-4fd1-b8d7-8e5931096c19.csv,Kidney-RCC,9,2
83,85422a8e-2599-4dab-a257-150e380ecba8.csv,Kidney-RCC,8,2
78,19d6cf34-1cd7-4242-a4d1-5d3e11f428aa.csv,Kidney-RCC,9,2
91,fd74de4d-6973-4597-a541-e8a13d80ad55.csv,Kidney-RCC,8,2
90,f269134a-e3d5-4020-bcf5-01fb42f914b2.csv,Kidney-RCC,8,2
78,141918cd-3e23-45bc-96e1-b208c80f69e7.csv,Kidney-RCC,5,2
79,29548b5f-c88a-4908-8c46-e86483e75067.csv,Kidney-RCC,5,2
80,3afb3f57-545a-4ed5-9461-2fcb28d89399.csv,Kidney-RCC,5,2
89,dacd4cc2-fc2b-4fbd-adf6-c8a46ae69c91.csv,Kidney-RCC,4,2
85,a56cd282-f6c5-4373-b3d8-676562894598.csv,Kidney-RCC,5,2
78,0f53e757-1823-409f-a0ea-249270728e15.csv,Kidney-RCC,3,2
90,e053d377-e4f2-4aee-af7d-e61605e0f4f5.csv,Kidney-RCC,1,2
89,d8415cf6-8e4d-4c54-811e-199da14237f1.csv,Kidney-RCC,1,2
86,b4f515ce-5bee-4e40-a66a-01f41e92181e.csv,Kidney-RCC,3,2
91,f9a81200-5381-496a-8062-099f9e793618.csv,Kidney-RCC,4,2
77,0168a2a6-c3af-4d58-a51c-d33f0fc7876d.csv,Kidney-RCC,9,2
85,aad8c8d6-d828-4aac-9cfb-cee893e36850.csv,Kidney-RCC,8,2
87,c504d5a9-29b0-4b7e-ac7b-5e543449a0f4.csv,Kidney-RCC,8,2
91,fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6.csv,Kidney-RCC,6,2
78,155873b2-e5de-405f-87f6-6de0d238b160.csv,Kidney-RCC,7,2
86,ba67c02a-180b-43f3-b53c-2b77d84fbe3c.csv,Kidney-RCC,8,2
88,cdf045a6-ab6a-4dc5-b0b0-d72fbb26b0bb.csv,Kidney-RCC,4,2
91,f4baf913-c4ac-46f3-83b6-306b9182207d.csv,Kidney-RCC,1,2
82,68b7fdb1-22b5-4152-9e69-a41151640cd8.csv,Kidney-RCC,6,2
84,9a015939-8810-4808-9dfa-fb60a1173bc7.csv,Kidney-RCC,6,2
85,a89a2341-263d-4e7f-87fa-18d9692d6b2b.csv,Kidney-RCC,6,2
87,c298ec82-8305-4c89-898f-268308f782b2.csv,Kidney-RCC,6,2
89,db4d1d04-1189-4c0e-99a7-904667af07b5.csv,Kidney-RCC,6,2
90,ebe80d6c-7513-4f5e-9919-669b6d1fa68c.csv,Kidney-RCC,5,2
90,effb868c-f905-41a0-ace1-b5e508732534.csv,Kidney-RCC,6,2
91,fa5e2900-95e7-4700-9707-a329cd0c77fd.csv,Kidney-RCC,5,2
86,b7fbd99c-dea0-4448-a430-7f94c611e702.csv,Kidney-RCC,6,2
81,51206157-94cc-4702-8247-c98283b487aa.csv,Kidney-RCC,6,2
83,7bd3d112-d411-4ea8-a9a9-bd965f0fc943.csv,Kidney-RCC,6,2
80,3b7810f7-f8ff-4d62-b766-3ba06170194c.csv,Kidney-RCC,6,2
83,85448d11-9f84-44b7-8ae3-a115f24bdb76.csv,Kidney-RCC,9,2
83,87e0b332-60f3-4d59-8c4e-691a820c9ee1.csv,Kidney-RCC,10,2
84,a2034620-e4b5-4d4f-ac05-7fc1c098eb40.csv,Kidney-RCC,10,2
85,b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15.csv,Kidney-RCC,10,2
79,267a9862-17bd-4056-ba4a-1f373736ffbb.csv,Kidney-RCC,4,2
80,3afae3fb-2d87-4724-a589-d31cce1f4c28.csv,Kidney-RCC,4,2
86,bb659e7c-0b97-41b5-ac10-a66bb1f6f283.csv,Kidney-RCC,10,2
81,50515723-b495-42a9-8750-e3da288bf6a3.csv,Kidney-RCC,4,2
88,d4c6061b-5019-4564-806d-4e75910a4690.csv,Kidney-RCC,9,2
89,db4592fb-13c2-4d61-9dc3-a5d43def8d4b.csv,Kidney-RCC,5,2
87,c5bc0826-8037-4fe6-ad4e-b1b675e771fb.csv,Kidney-RCC,9,2
82,64446aec-c125-4c81-b9cc-62482cb1aaed.csv,Kidney-RCC,4,2
86,bb567851-d4ff-4a93-8576-04a37aea68af.csv,Kidney-RCC,9,2
89,deb0de92-a46b-4e71-814c-2f6c5e97dbcd.csv,Kidney-RCC,9,2
88,d01710f9-efc8-4b5f-9e53-300b30f9219f.csv,Kidney-RCC,6,2
111,850389d4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,2
112,8eb90ea4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,2
113,98d27916-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,2
109,7a6cb147-a576-446d-a605-fa846ea3d1ad.csv,Liver-HCC,7,2
108,70422e6d-cb1f-4284-8be9-1d4517ffad60.csv,Liver-HCC,7,2
110,7fba5aac-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,2
105,5e9c69d2-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
114,a1a75f66-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,2
102,4c8afa82-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,2
120,dbfa4e8a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,2
122,f064f762-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,2
105,5df489bc-6178-49e4-8a42-506f70300dff.csv,Liver-HCC,7,2
99,3bacc189-01b8-46cc-a442-f393c0f428c6.csv,Liver-HCC,4,2
107,6a129b50-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,2
96,295aac88-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,2
106,64b80154-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,2
106,6527aa5a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
107,6b25a78f-20dc-4ccc-b4c0-f9885d16725d.csv,Liver-HCC,8,2
98,35f82a33-bde2-47e2-8aba-ff1fd5920219.csv,Liver-HCC,6,2
99,3c78970e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,2
100,42e92d78-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,2
116,b55751c4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
115,a94d63fa-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
114,9ec31146-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
101,47d77750-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,2
103,50ee360c-e3df-4888-9999-ebb88e271d08.csv,Liver-HCC,6,2
93,10cb8ac6-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,2
117,bdeeb1a6-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
118,c488a170-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
119,cf2d34c4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
120,d60f880a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
121,e30c64d5-e796-4cfc-8dc8-6e62bf97822f.csv,Liver-HCC,5,2
105,5ead73fe-1c34-48ed-b20d-89fc3c82dbd6.csv,Liver-HCC,9,2
106,65f702b8-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,2
107,6b50391f-d890-4ca0-b942-beab0f8bf1c9.csv,Liver-HCC,9,2
122,ec5e2990-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
102,49795e42-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,2
110,80ab6c08-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,2
121,e23c591e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
115,adfbba82-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
116,b77543e4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
120,d9c5493e-f969-4c04-a646-9a3134011021.csv,Liver-HCC,8,2
121,e75fbf08-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
106,632f3eb0-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
108,6e6ad1a2-f1eb-44d1-9852-f5752afcf5eb.csv,Liver-HCC,5,2
100,4255582e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
120,d4c9e5c6-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
119,cdcc04fc-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
100,41de507a-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
101,468083cb-95c3-47c1-9d96-79bcf7bf3f26.csv,Liver-HCC,4,2
107,690e481c-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,2
102,4c183106-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
123,f8733b80-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
93,1127b561-ea40-4d5e-95df-daa0a5ebc1e4.csv,Liver-HCC,9,2
92,0831e45e-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,2
103,520b8ab2-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
103,50b61288-1412-4104-92e6-8b1a359ef399.csv,Liver-HCC,4,2
104,558239c7-a160-4228-8fdf-a0a1d2f62133.csv,Liver-HCC,4,2
105,5cf21488-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
95,1ea7e01c-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,2
98,380593d8-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,2
96,2bff30d5-be79-4686-8164-7a7d9619d3c0.csv,Liver-HCC,9,2
109,7ae510f8-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
110,7fc7b316-f3d3-4e71-9417-423fe334e6bc.csv,Liver-HCC,8,2
111,8659a35e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
112,8fd5e62c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,2
99,3e68233a-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,2
113,992d9566-b1da-421a-bf36-d23382b115fa.csv,Liver-HCC,8,2
122,ec23a354-e339-4466-9a1b-8e886ef627e6.csv,Liver-HCC,4,2
115,a846f5e8-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
106,63fef3fe-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,2
113,96517058-18d2-4847-8085-768ca8aa1565.csv,Liver-HCC,5,2
112,8c5f9574-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
111,84a0bc36-9f29-4b23-aee1-bf5ff71f697b.csv,Liver-HCC,5,2
113,9563a264-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
110,7eb0ee38-fbe2-49ea-ba63-aa13825eca6e.csv,Liver-HCC,4,2
118,c906a13e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,2
117,c05adc19-2e01-4712-a35a-69eee4d40998.csv,Liver-HCC,9,2
116,b86655a4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,2
106,627823ec-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
107,68054218-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
108,6e26f98e-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,2
