,samples,nm_class,slices,fold
134,f03330dd-c616-4ad5-abc3-6d6b0445e9e9,Kidney-RCC,5,2
135,f269134a-e3d5-4020-bcf5-01fb42f914b2,Kidney-RCC,1,2
137,f6e758a5-150f-4424-90b7-1c1a34aec9a3,Kidney-RCC,3,2
138,f9a81200-5381-496a-8062-099f9e793618,Kidney-RCC,4,2
139,fa5e2900-95e7-4700-9707-a329cd0c77fd,Kidney-RCC,5,2
140,fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6,Kidney-RCC,1,2
142,fd74de4d-6973-4597-a541-e8a13d80ad55,Kidney-RCC,3,2
143,fec30898-f86b-4207-aa78-de77142c8f50,Kidney-RCC,4,2
0,0040b1b6-b07a-4b6e-90ef-133523eaf412,Liver-HCC,5,2
1,00c27940-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
3,030695f6-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
4,03c88506-d72e-4a44-a34e-a7f0564f1799,Liver-HCC,4,2
5,041e3b42-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
6,062e96d4-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
8,072f4146-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
9,0831e45e-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
10,0a9c9db0-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
11,0be08326-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
13,0d259ac2-03d1-4814-9b0b-d05e3a6029b7,Liver-HCC,3,2
14,0dd39eca-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
15,0eeafcd6-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
16,10136472-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
18,10db2142-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
19,1127b561-ea40-4d5e-95df-daa0a5ebc1e4,Liver-HCC,4,2
20,11473a98-d953-45f9-abf5-709b68a4bae8,Liver-HCC,5,2
21,1295947c-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
23,145f6dbb-9744-44f7-8485-e440689de3fd,Liver-HCC,3,2
24,15895218-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
25,15fd8dc8-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
26,17de5b12-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
28,19085f7d-e6a6-406f-bd09-520a27e0283d,Liver-HCC,3,2
29,19fe27d8-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
30,1b06afe2-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
31,1c00925b-7328-4db0-b930-04aab2d80719,Liver-HCC,1,2
33,1c1c6494-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
34,1cb25b72-3726-4f12-9e22-f5c7e4b05681,Liver-HCC,4,2
35,1dbdbb2c-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
36,1df8939c-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
38,1fd69adc-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
39,221d0290-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
40,2316ee90-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
41,23eb72d8-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
43,2572b0bc-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
44,27fcccdc-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
45,2828e5e6-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
46,295aac88-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
48,2bd56bba-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
49,2bff30d5-be79-4686-8164-7a7d9619d3c0,Liver-HCC,4,2
50,2d0e4b82-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
51,2e0bbaf6-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
53,2f149d78-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
54,305a5074-5384-45a0-985d-289b178d09f6,Liver-HCC,4,2
55,30a8f292-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
56,31bcfd64-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
58,32be40fa-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
59,33a8693c-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
60,34030a28-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
61,343fcbc2-f30c-4ffa-a0b3-f5bb21e5e70b,Liver-HCC,1,2
63,352fbbb4-88a5-4354-b1fa-3a01da3fbfa7,Liver-HCC,3,2
64,35cca3b8-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
65,35e33a7a-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
66,35f82a33-bde2-47e2-8aba-ff1fd5920219,Liver-HCC,1,2
68,36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8,Liver-HCC,3,2
69,380593d8-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
70,38d8e626-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
71,3a49a936-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
73,3b41cb48-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
74,3bacc189-01b8-46cc-a442-f393c0f428c6,Liver-HCC,4,2
75,3c30b10e-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
76,3c78970e-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
78,3e2a85d0-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
79,3e68233a-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
80,3f99ae0e-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
81,3faeb03e-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
83,41840dc1-5ea2-4f01-a0d4-8b65add641c8,Liver-HCC,3,2
84,41de507a-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
85,4255582e-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
86,42e92d78-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
88,43dadc68-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
89,446437de-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
90,44e4f08a-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
91,45aedf22-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
93,463bf060-8ba6-4a73-8173-172025f7b527,Liver-HCC,3,2
94,468083cb-95c3-47c1-9d96-79bcf7bf3f26,Liver-HCC,4,2
95,47050918-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
96,47d77750-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
98,484a41c8-fcaf-488d-97dc-bfe6a4b88a95,Liver-HCC,3,2
99,48624a82-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
100,4904d56f-0fe7-4482-8f6d-9e54d261f399,Liver-HCC,5,2
101,49795e42-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
103,4b8943be-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
104,4c183106-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
105,4c3eda94-56f4-46d3-8c88-50d476e773f6,Liver-HCC,5,2
106,4c8afa82-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
108,4dac9498-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
109,4ed52e0c-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
110,4f1fc78e-733d-4c6e-86b2-dbe1f98c141d,Liver-HCC,5,2
111,4f6f48bc-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
113,5042b417-d14e-42bb-b6f3-de303346a252,Liver-HCC,3,2
114,50b61288-1412-4104-92e6-8b1a359ef399,Liver-HCC,4,2
115,50eb58ba-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
116,50ee360c-e3df-4888-9999-ebb88e271d08,Liver-HCC,1,2
118,520b8ab2-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
119,52d8ccfc-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
120,532259b8-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
121,53df19a8-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
123,54cfd4b0-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
124,558239c7-a160-4228-8fdf-a0a1d2f62133,Liver-HCC,4,2
125,55e5497a-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
126,56c846d6-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
128,5769ae11-5f1b-483f-b228-7584591c66e6,Liver-HCC,3,2
129,5808f774-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
130,58f4ff52-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
131,59632e7e-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
133,5bb37ffc-c623-11e3-bf01-24c6515278c0,Liver-HCC,3,2
134,5cf21488-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
135,5d58b984-e0b8-4237-a576-0e9d4079599e,Liver-HCC,5,2
136,5dce221a-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
138,5e9c69d2-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
139,5ead73fe-1c34-48ed-b20d-89fc3c82dbd6,Liver-HCC,4,2
140,5eddfb26-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
141,5ee1dda9-2e84-4617-af09-2ae02873b44d,Liver-HCC,1,2
143,6172ca02-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
144,627823ec-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
145,632f3eb0-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
146,63fef3fe-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
148,6527aa5a-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
149,65f702b8-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
150,6622f932-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
151,670f971f-a525-4ef8-91ba-610cfbaeb914,Liver-HCC,1,2
153,674819dc-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
154,68054218-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
155,690e481c-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
156,69f37546-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
158,6b25a78f-20dc-4ccc-b4c0-f9885d16725d,Liver-HCC,3,2
159,6b50391f-d890-4ca0-b942-beab0f8bf1c9,Liver-HCC,4,2
160,6baee028-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
161,6c306cbe-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
163,6d9d7ffc-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
164,6e26f98e-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
165,6e6ad1a2-f1eb-44d1-9852-f5752afcf5eb,Liver-HCC,5,2
166,6ec4456e-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
168,70c2f91e-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
169,712e5f3c-c623-11e3-bf01-24c6515278c0,Liver-HCC,4,2
170,7260f57c-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
171,72c22a8c-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
173,74ec279a-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
174,764ded9e-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
175,77bf9514-88da-473b-9a91-f669ef3cd343,Liver-HCC,5,2
176,78bc4dfa-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
178,7ae510f8-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
179,7c405ca0-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
180,7cd7fe38-c623-11e3-bf01-24c6515278c0,Liver-HCC,5,2
181,7d38018a-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
183,7eac4710-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
184,7eb0ee38-fbe2-49ea-ba63-aa13825eca6e,Liver-HCC,4,2
185,7f03cb4b-60b1-460c-b761-402e7ca09b0d,Liver-HCC,5,2
186,7f795952-c623-11e3-bf01-24c6515278c0,Liver-HCC,1,2
188,7fc7b316-f3d3-4e71-9417-423fe334e6bc,Liver-HCC,3,2
189,80ab6c08-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
190,80ebcecc-4a7a-40dd-914c-f0648a58095f,Liver-HCC,5,2
191,819b4304-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
193,82aefe8e-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
194,83d57c5c-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
195,84a0bc36-9f29-4b23-aee1-bf5ff71f697b,Liver-HCC,5,2
196,84fe77b4-f6cc-49bf-a6b9-1621ec9394f8,Liver-HCC,1,2
198,8659a35e-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
199,87671312-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
200,88d82a42-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
201,8a2580c3-9c89-4cb0-b94d-3eca15dac1c3,Liver-HCC,1,2
203,8b0c4c91-2d07-4a9b-97a1-d2bda003437e,Liver-HCC,3,2
204,8c5f9574-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
205,8cf713ff-256b-4411-a1b4-5bf6f445b747,Liver-HCC,5,2
206,8d7592e2-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
208,8fd5e62c-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
209,90611290-e44c-438e-91aa-f3b83dae3b71,Liver-HCC,4,2
210,917564e4-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
211,9321341c-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
213,94431626-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
214,9563a264-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
215,96517058-18d2-4847-8085-768ca8aa1565,Liver-HCC,5,2
216,96abdbc8-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
218,992d9566-b1da-421a-bf36-d23382b115fa,Liver-HCC,3,2
219,99bdc3da-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
220,9aac83e4-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
221,9ba2c970-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
223,9cb80280-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
224,9db994a0-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
225,9ec31146-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
226,9fba5db6-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
228,a2a67c8a-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
229,a2f143d6-ba07-4ff0-960d-b29c3c716665,Liver-HCC,4,2
230,a3914a6c-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
231,a4ca18dc-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
233,a7314730-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
234,a846f5e8-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
235,a94d63fa-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
236,aabddb20-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
238,adfbba82-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
239,af2cbdb6-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
240,b070af2a-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
241,b1f19de6-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
243,b32449c0-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
244,b421b9ca-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
245,b55751c4-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
246,b5f90cb8-7304-48fb-a1d3-ff459c7d79d1,Liver-HCC,1,2
248,b77543e4-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
249,b86655a4-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
250,b9098b7c-eab0-4ef5-b968-8d3024bf32f7,Liver-HCC,5,2
251,b994762c-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
253,ba940092-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
254,bba106ce-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
255,bdeeb1a6-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
256,bef21282-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
258,c021b61c-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
259,c05adc19-2e01-4712-a35a-69eee4d40998,Liver-HCC,4,2
260,c158ac2a-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
261,c1d9ed06-7498-4c6c-a0de-dbf28e868109,Liver-HCC,1,2
263,c285c2fa-24b4-47a1-874d-86e74b002b05,Liver-HCC,3,2
264,c36213e4-c057-46f5-ada5-f1f921855bb4,Liver-HCC,4,2
265,c488a170-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
266,c5ad7238-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
268,c7d798b8-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
269,c906a13e-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
270,ca5ded1c-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
271,cb573c96-f6d4-4897-8919-9827f623b6a7,Liver-HCC,1,2
273,cc792058-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
274,cdcc04fc-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
275,cf2d34c4-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
276,cf777ef1-765f-4828-b789-f5aa6722eb35,Liver-HCC,1,2
278,d0469256-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
279,d182b67c-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
280,d252f328-4583-4e97-9a71-bb2885f06f73,Liver-HCC,5,2
281,d2b7bb0a-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
283,d3b72600-a888-4ef6-ac5d-661c105405dd,Liver-HCC,3,2
284,d4c9e5c6-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
285,d60f880a-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
286,d6ccfd6f-2ea9-499d-a25d-4ba9d4a9258e,Liver-HCC,1,2
288,d9c5493e-f969-4c04-a646-9a3134011021,Liver-HCC,3,2
289,dbfa4e8a-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
290,dcf45005-7e6d-4c26-9994-f973da7e814f,Liver-HCC,5,2
291,dd2e7b3c-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
293,e127e9e4-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
294,e23c591e-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
295,e30c64d5-e796-4cfc-8dc8-6e62bf97822f,Liver-HCC,5,2
296,e34bcc5e-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
298,e75fbf08-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
299,e88397a6-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
300,e9445993-854d-44fc-a063-eacf70222fdf,Liver-HCC,5,2
301,e99ccc0c-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
303,eb588266-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
304,ec23a354-e339-4466-9a1b-8e886ef627e6,Liver-HCC,4,2
305,ec5e2990-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
306,ed52e836-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
308,ef78f09c-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
309,f064f762-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
310,f0768c67-f38c-40a8-8f27-81a927fb5dca,Liver-HCC,5,2
311,f181848a-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
313,f4025b40-a249-487f-8e93-7a140bcf57c1,Liver-HCC,3,2
314,f410b432-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
315,f4f48342-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
316,f61e794e-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
318,f8733b80-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
319,f9718c44-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,2
320,fabf1f6c-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,2
321,fbd899a0-c622-11e3-bf01-24c6515278c0,Liver-HCC,1,2
323,ffad9288-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,2
0,0176cf1d-0760-4769-a493-277f4bb7585e,Lung-AdenoCA,4,2
1,020fab36-c7de-4933-b2bf-dc7b019a1326,Lung-AdenoCA,5,2
2,09bc8542-4ea1-4599-91b3-d606425b37e2,Lung-AdenoCA,1,2
4,0ce6f3ed-bdbc-4b70-9db4-2e48f4bf644d,Lung-AdenoCA,3,2
5,14bf9bfb-14d6-4cac-a556-828f680e8a15,Lung-AdenoCA,4,2
6,15e097e3-e468-466c-8e57-b59fba90bbf2,Lung-AdenoCA,5,2
7,199bbb0f-996c-40c1-b06d-2066f04be778,Lung-AdenoCA,1,2
9,23d86395-9e20-4cf9-bf7e-f76544a1f772,Lung-AdenoCA,3,2
10,2bde43e2-fd4e-413e-adc7-c50bca75d358,Lung-AdenoCA,4,2
11,309f5324-5608-4f62-b744-5ab268b70927,Lung-AdenoCA,5,2
12,37d0cf1b-1743-4852-8073-372b16b5c17d,Lung-AdenoCA,1,2
14,46693a2b-5105-4770-a9e1-031dfedeb694,Lung-AdenoCA,3,2
15,49dec0c2-8e75-4f44-a253-82b2ea605890,Lung-AdenoCA,4,2
16,52910a60-bb15-4ba5-9d09-50d8ee6a445b,Lung-AdenoCA,5,2
17,53bb7112-3e38-45fe-a9c4-1b0871babf4a,Lung-AdenoCA,1,2
19,5a7f3c88-ef02-4e97-8009-5622245b6a09,Lung-AdenoCA,3,2
20,6726c157-f688-491d-8b56-35628645df89,Lung-AdenoCA,4,2
21,68c2a355-862c-4657-b296-5776ed8447b0,Lung-AdenoCA,5,2
22,9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64,Lung-AdenoCA,1,2
24,b7f11036-7ac4-41bc-a9a4-64162725fdfc,Lung-AdenoCA,3,2
25,bce88385-4a1b-4a8c-920c-060f6a2675d4,Lung-AdenoCA,4,2
26,bd3e88b3-b37c-4641-85fa-d8125ba324ca,Lung-AdenoCA,5,2
27,bf7462a2-394f-4838-bcb6-4d0126fa48b1,Lung-AdenoCA,1,2
29,cd0aeed5-93a1-4287-8a88-fe6b7b5e3983,Lung-AdenoCA,3,2
30,d5443922-fea5-4ff0-bd6e-8ce04e1951d8,Lung-AdenoCA,4,2
31,d9cd7f95-07d3-4b87-be83-87340b08d249,Lung-AdenoCA,5,2
32,dd09c7aa-744a-413d-839f-e75e1825f9f9,Lung-AdenoCA,1,2
34,f5a97315-1906-4774-980e-0879c6ad368e,Lung-AdenoCA,3,2
35,fa2c3620-7e82-4b12-b135-87986f0f2890,Lung-AdenoCA,4,2
36,fa6a60f5-8949-4e01-9435-d3117601627f,Lung-AdenoCA,5,2
37,fa8844f8-c4b6-487a-8187-e30c12a7a453,Lung-AdenoCA,1,2
1,0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f,Lung-SCC,3,2
2,1c3df485-8e75-4378-87f6-c6463a520624,Lung-SCC,4,2
3,2045c788-9ea8-4ea5-a5e3-65fc16a62adb,Lung-SCC,5,2
4,24badf07-8615-48a3-8d6e-45c3d783f18d,Lung-SCC,1,2
6,2fe2433b-9a55-431f-a869-2b5a63e8e8fc,Lung-SCC,3,2
7,34881c6b-f59f-42c0-9f29-9c5c47262ae6,Lung-SCC,4,2
8,369c06f2-8904-49cb-99d1-dd297ed0cd0c,Lung-SCC,5,2
9,387c6519-6529-4074-a5ab-00f8052a5732,Lung-SCC,1,2
11,448af8b4-e071-48b0-a65b-b4ad17afdc0c,Lung-SCC,3,2
12,45e16b70-c3ec-493e-86d1-505ffdf5056c,Lung-SCC,4,2
13,48f68f73-3ac0-44ac-ba12-b8889fcb7f38,Lung-SCC,5,2
14,4c2ad4a0-5d57-4e27-9f35-058b2f205f50,Lung-SCC,1,2
16,504d4cb0-d2dd-420d-82e6-9ec14434a0fc,Lung-SCC,3,2
17,649f2c20-5b50-40a8-a6fd-9a51f3d5b9df,Lung-SCC,4,2
18,692dfa4f-45e5-4183-b5da-6650a1fbcabd,Lung-SCC,5,2
19,6962bc97-fbb8-4220-a600-e3c251e245cb,Lung-SCC,1,2
21,71a2b4a2-88dd-4911-a67e-70b3309c4a12,Lung-SCC,3,2
22,7731ef7f-25bd-42f5-9a20-be249306a711,Lung-SCC,4,2
23,79eb7bba-f0d8-462c-add7-20a2fb7843e1,Lung-SCC,5,2
24,7ac0b303-d685-4fa5-bfec-34d2ba1dbc8e,Lung-SCC,1,2
26,84e601b7-dfa5-4cd5-9fef-07f03967a0d4,Lung-SCC,3,2
27,89c48e53-c8a9-4518-b3b8-509cdcaff52b,Lung-SCC,4,2
28,8cf9b32d-3d6f-4898-8c7a-89511b754021,Lung-SCC,5,2
29,935b113e-f5ed-4a07-8e1d-1603daba7f40,Lung-SCC,1,2
31,96dc785c-8417-4813-8d15-c32b22d78b74,Lung-SCC,3,2
32,a762dd44-a8ac-4269-8163-bbf6d0f8d4b3,Lung-SCC,4,2
33,a96eddfc-3afb-4bf8-a440-c91778113fbd,Lung-SCC,5,2
34,abc94013-71f5-4ac6-88a4-01b4ef9f9d2f,Lung-SCC,1,2
36,b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42,Lung-SCC,3,2
37,b88f014e-bc0f-4775-8228-39e0b471c3b0,Lung-SCC,4,2
38,c48d7f4a-e98a-4077-a749-eb9f56f05b84,Lung-SCC,5,2
39,d18c6e64-9598-488a-8ab3-3652072f9277,Lung-SCC,1,2
41,d54ca81c-1bcc-41ea-b17a-9f7249ebe9c1,Lung-SCC,3,2
42,e7ebc6fb-0926-4c8a-a67b-0c6b9c1ffaba,Lung-SCC,4,2
43,e9cb8877-8e83-46c0-93f0-ea20530c9400,Lung-SCC,5,2
44,ee6cc68e-8d2a-41ee-82c6-0fecdf7e6259,Lung-SCC,1,2
46,fab3d6f4-de1c-4d6c-bdea-ac39a7884657,Lung-SCC,3,2
47,fb0c6353-a90c-45e2-9355-7cd16cf756ff,Lung-SCC,4,2
0,5f18b334-6616-406f-8f33-0592b56c14e6,Lymph-BNHL,5,2
1,dbae3c4e-6d66-483a-a611-7285067bf85c,Lymph-BNHL,1,2
3,02917220-6a7a-46a1-8656-907e96bef88e,Lymph-BNHL,3,2
4,03ad38a6-0902-4aaa-84a3-91ea88fa9883,Lymph-BNHL,4,2
5,05616329-e7ba-4efd-87b1-d79cd0f7af3d,Lymph-BNHL,5,2
6,068f4f69-d2fe-4f25-912e-ca7d4623efb6,Lymph-BNHL,1,2
8,0d569bd5-418d-4d72-87ca-8e14668c2119,Lymph-BNHL,3,2
9,0e7f46ca-6f5c-4538-b6d6-00af65d57fcf,Lymph-BNHL,4,2
